product,category,rating,review_title,sentence
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Utterly Disappointed,dont buy this
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Pretty good,NICE PHONE AT THIS PRICE value for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Don't waste your money,battery performance is very wrost
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Classy product,nice i recommend to u to buy one
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Nice,Don't buy this product in flipkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Nice,their is no replacement option not available
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Really Nice,Beautiful phone thiks Price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Excellent,Value for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Super!,Gud looking phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Super!,Super selfie overall gud product
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Nice product,excellent phone on this range
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Super!,Best phone in this price range
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Hated it!,bast phon in praic
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Worth the money,Apart from the battery backup rest everything is fine considering the price of the phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Value-for-money,Nice phone but no head phones
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Best in the market!,Can u invent more capacity battery and more mega pixels camera
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,Very good and wonderful set by honour
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Absolute rubbish!,battery low and data cable problm or any problm
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Did not meet expectations,Not user friendly
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Worth the money,Nice product worth of money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,"Worth for Money, Nice display quality","Worth for Money, Nice display quality"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Not good,The phone is over all good but it have heating problem
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Worth every penny,Good service thanks flipkart team
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Classy product,I am very happy
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Highly recommended,value for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Worth every penny,Mobile was too short
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Worth every penny,But camera excellent
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Worth the money,Owsome one for peoples who use the phone for less time in the day time
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Worth the money,All over best phone for daily use👍
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Just okay,Perfect budget phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good quality product,super very nice Mobil and very good service
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Wonderful,Camera quality & battery not good i given rating 1/5
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Wonderful,Display is good also mobile performance is average
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Perfect product!,"mjaa good price 9,000"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good quality product,Thank you flipkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Hated it!,Don't west money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,Very very good phone and super fast delivery
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,Thanks for flipkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Nice product,good budget phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Nice product,notch display provide more space
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Awesome,Low price best smartphone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Does the job,worst battery good screen good display touch quality only battery is worst
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Worth every penny,Very good mobile
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Classy product,Awesome product love this mobile excellent
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Worth every penny,Everything is awesome except battery
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Worth every penny,But still one full charge carry u full day
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Perfect product!,Excellent looking so beautiful awesome thanks for flipkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Pretty good,Very fast delivery nd good product
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Must buy!,decent price ND product
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Super!,value for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Bad quality,Bad product and bad service filpkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,nice smartphone in this range
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Utterly Disappointed,10 days replacement policy is not work properly
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Delightful,Must buy it
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Nice,Good colour & battery backup
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,thanks too Flipkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Perfect product!,i love this mobile thanks flipkart thank you so much my brother is very happy
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Worth buying,"PROS: Great phone,good design, good quality, good speaker, built in quality,nice screenCONS: average camera, avg battery backup"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,4 star for avarage battery backup
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Unsatisfactory,battery over heat and slow touch
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Must buy!,Good mobile under 10k
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Highly recommended,Good Phone with affordable price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Perfect product!,* NICE PHONE *BETTER HANDILING
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Fabulous!,very wondar full product
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Very Good,"Very good phone, features like iphone (seems copied features) but little disappointment due charging speed"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Very Good,It takes higher time to get battery fully charged in this era and 3000mah battery plus i found little difficulty to download pics from gmail or other sites
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Pretty good,"Overall good phone, only disadvantage is that it's not dual volte"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Must buy!,Over all great performance in this price segment
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Must buy!,Just loving it and thank you flipkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good choice,beat mobile in this price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Must buy!,worth the price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Fair,good mobile nice product
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Mind-blowing purchase,The worlds best dealer is flipkart so my best is from there& the prodect was really fine&fanatastic
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,worth for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Super!,Good value for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Super!,Correct time delivery thank you flipkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Best in the market!,Very Nice model camera quality and battery backup is also excellent
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Utterly Disappointed,Apps are not working properly
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Delightful,This mobile is very good over allBut battery power is average
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Decent product,it's not bad
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Absolute rubbish!,third class phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific,battery for running 6hours continue
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,battery drains fast,"battery backup is not good, remaining are all ok"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,"waste Don't buy Don""t buy ..........",Don't buy this phone is very poor battery and the battery will expand display broken within just two months of duration
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Did not meet expectations,"Battery performance is very very poor better no one should buy the Honor 9N if they buy,and there is a flipkart won't response"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Mind-blowing purchase,Good camera quality
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,Nice Value of money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Classy product,"good product, Super service delivery on time"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Just wow!,"Good mobile, Parcel it was the 7th date delivery but Delivered 10th Date"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Slightly disappointed,Not working properly
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Slightly disappointed,looks like a second hand pieceeven on closing all apps audio is playing
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Best in the market!,"Awesome product, it looks so good but i am disappointed with battery performance"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good choice,"except battery performance, value for money"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Classy product,Very nice phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,Good quality in this price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,All features are good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,Mobile performance is satisfactory
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,Hair with overall product
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,Flipkart delivery is superb as always
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Excellent,I m pretty much impressed by this phone it's camera is best and if we talk about display then I am damn sur no other phone in this range can beat it
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Waste of money!,Bad product do not purches replacement policy of flipkart is very bad so do not purches mobile on flipkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,Very nice mobile
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific purchase,Awesome&unbelievable mobile compared to redmi&realme
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Don't waste your money,Bed network working
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Could be way better,display is not 5
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Could be way better,8 inchesmobile is like 4 inches
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Classy product,Worth for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Just wow!,Worth for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Very Good,Good product nice camera
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Highly recommended,value of money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good quality product,Good but not having many new features
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Nice product,battery back up is not good and handset hetting fast some time
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Nice product,handset is not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Did not meet expectations,3rd class product
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,value for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Hated it!,very worst mobile
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good quality product,a good product
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Awesome,"Simply superb design and a great quality,, best in the market"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Does the job,no battery backup
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Could be way better,touch not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Could be way better,so is camera
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Decent product,build quality is worst
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Useless product,battery backup is too bad
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good quality product,Product is too good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Worth the money,"good looking ,smart and value for money"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Worth the money,but battery is not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Simply awesome,I never expect camera was awesome very nice quality very best performance
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,gr8 experience for playing pubg
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Nice product,good mobile phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Must buy!,it's awesome Phone at just rupees 8999
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Useless product,One of the worst experiences in terms of online shopping
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Useless product,This a disaster of a mobile
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Useless product,no performance available
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Awesome,very good most bye
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Does the job,vaery bad camera & it's battery performance also not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Don't waste your money,battery is a problem and software is very old
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Classy product,Bestest phone but price drop fast
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Does the job,all things are goodbut camera can't be accepted
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Very Good,Good mobile and fast delivery
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,best buy for this price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Good,camera quality is v low
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Just okay,after use 3 months heating problem
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Does the job,Back camera quality worst
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,A great phone for me
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Could be way better,Expected more from Huawei
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Bad quality,battery is very bad
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific,Good to use
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,In this price segment it's osm
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,Camera quality is 50-50
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,Look wise osm
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,Batter life very good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Bad quality,Tinny Display n Poor display bt camera n performance is good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,Had to shell out an extra 2000 bucks just for the robin egg blue color
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,But it was worth it
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,"Using it since the last 6 months, performance has been excellent"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific purchase,pretty good service has been provided by flipkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific,This is beautifully but games are not supporting in this mobile
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Perfect product!,Nice phone in low price benifit
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Nice,this product are v hot
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Absolute rubbish!,very bad phone don't buy
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Delightful,good Mobile battery backup is so good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific purchase,Mobile is over heat
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,Value for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Super!,This is very good phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good choice,on time delivery
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Just okay,Good product 😊😊
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Worth the money,good product with good pricing
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Classy product,Very good phone very nice
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Simply awesome,Quite nice product in this range👌
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Super!,successful deliverysmart look phone Androidsuper battery full screennice phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Really Nice,It was a good product
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Excellent,best mobile phone at this price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Not recommended at all,Battery life of this mobile is worst
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Not recommended at all,Don't buy this mobile
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Nice product,Yet to use
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific purchase,I'm satisfied with this phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Slightly disappointed,screen not working properly
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Terrible product,"less expected from honour , dear customer"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Just wow!,The performance is very satisfying and thanks to flip kart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Bad quality,Waste of money bcoz in this price there are many fabulous phone in the market right now so don't buy bcoz u can't even return it
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good quality product,Camera quality superb
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Highly recommended,It is a good phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Highly recommended,very nice product but better power low
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Best in the market!,This product is good but not sufficient
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Just okay,battery very bad i like flipcort
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Not recommended at all,Battery overheat is the one and only demerits
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Not recommended at all,I never this company mobile
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Good,"After using this for 4 months, it's showing some problems like it get hang, background music starts itself parallel to my music , don't know from where, have to switch off the mob to off the background music"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Classy product,Normal user can enjoy
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Fabulous!,excellent quality phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific,value for money smart phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Did not meet expectations,Battery performance is very poor
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Did not meet expectations,Camera is also not that much good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,This is really awesome device
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,I like it's screen resolution and camera
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good choice,Something like this phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Awesome,Nice very very good phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,Nice futures on this price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,Default video calling not available
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,Except that it is awesome
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Does the job,Only mobile use 8 battery low
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,its imagine performance
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Worth every penny,low budget get good phone in your hand
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Best in the market!,This is my 2nd mobile of Honor brand 9Nfirst purchase Honor 9lite
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Best in the market!,Honor 9N reviewdisplay 10/10camera 10/10front camera 10/10face unlock 10/10finger unlock 10/10sound quality 10/10design 10/10battery 5/10thanks Flipkart and seller
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Worth the money,mobile is slim nice camara is average happy
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Fabulous!,Nice coin not adde
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Simply awesome,Great at this price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Very poor,The phone heats very much and also has issues in the camera
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Mind-blowing purchase,Nice look & Beautiful
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Value-for-money,value for the money paid
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Wonderful,Very nice product but earphone not
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Awesome,mobile is very good but cemer is not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Value-for-money,Excellent phone but battery is not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Just okay,in this budget
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Just okay,it is good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Unsatisfactory,Battary life is too low
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Delightful,Good Phone thanks for Flipkart & one thing is that please show tracking display correctly for customers
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Awesome,At this price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Perfect product!,nice and good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Good,phone is laggingtheme can not downloadcamera avarageui not so good not much customizabletotal a avarage phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Perfect product!,Awesome Must Buy
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,Mobile Performance best But Battery Backup not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Good,buy another phone this not agood product
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Expected a better product,Hangs a lot
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Expected a better product,Camera is below average
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Good,Charging is too worst
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Delightful,Bold & beautiful
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Pretty good,i m so irritated after seems packed coz inside packed no headphones
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Nice product,It's fantastic you can handel easily very nice
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Highly recommended,it is nice
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Worth every penny,AWESOME product in this range
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Decent product,perfect package at this range
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Just wow!,Nice phone 😍
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Best in the market!,Delivery very fastIt is just like Nokia 6
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Best in the market!,1 plus phone
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Mind-blowing purchase,now better performance
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Great product,It is a best phone my mother is very happy
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Really Nice,best phone in this price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,Very good mobile
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Brilliant,buy before all get sold out
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Fabulous!,"Excellent product for this price and Camara quantity is good, and aboral this product is great"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Fair,It is good but camera is not well
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Slightly disappointed,audio jack not working
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Unsatisfactory,Mobile heat even I not used
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Unsatisfactory,charge slot also defective
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Unsatisfactory,Hate to buy this
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Unsatisfactory,Near recommend any body due to heating issue I afraid to use this
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Highly recommended,ok just like
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Fair,batree is not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good choice,battery mah is low
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good choice,other wise SEXY mobile
"Honor 9N (Midnight Black, 128 GB)",Mobiles,3,Good,only battery issue otherwise best phone in this price range
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Really Nice,worth for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific,"Best mobile, looking nice"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific purchase,Best product low bettry
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,Battary is very weak
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,Mobile is good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,Over all good product but average battery life
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Useless product,waste of time and money not have exchange
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Just wow!,Awesome phone but it's price dropped I bought it for 12000 now 8999
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Very Good,overall a good phone at decent price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Very Good,speaker volume could be better
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Moderate,"Speaker is not so audioble while attending calls, sometimes we will hear good voice and some times unable to, this is not signal problem it's speaker problem"
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Wonderful,Phone is good but one thing is not good that is 1 sim 1 chip system
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Delightful,Back camera is not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Best in the market!,Value for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Delightful,Good product value for money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Absolute rubbish!,worst videos quality
"Honor 9N (Midnight Black, 128 GB)",Mobiles,1,Absolute rubbish!,my eyes are so painful over heating for 5mintes
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Mind-blowing purchase,good but cost money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good choice,all good but battery promance poor
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Value-for-money,It's too gud according to the price
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Anubhav,Super quality and super delivery thank you flipkart
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Terrific purchase,Mobile performance is good but battery backup is not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Wonderful,good po honr
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Good quality product,Good as expected
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Really Nice,nice class of quality
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Excellent,Good product in under 9k
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Excellent,phone is value for money and the battery backup is good and camera is marvellous and phone is fantabulous
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Slightly disappointed,Cam not good
"Honor 9N (Midnight Black, 128 GB)",Mobiles,2,Slightly disappointed,voice clarity not good bit low can't hear traffic
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Worth the money,Good phone value of money
"Honor 9N (Midnight Black, 128 GB)",Mobiles,4,Really Nice,Good but did not received it as ordered in the required colour
"Honor 9N (Midnight Black, 128 GB)",Mobiles,5,Must buy!,Nice phone 10/10 Iam so happy for this phone
