product,category,rating,review_title,sentence,raw_aspect,initial_canonical_feature,final_canonical_feature,sentiment,match_type,has_feature
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,Front camera of 9 lite is better then 10 lite and back camera is much much better than 9 lite,back camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Does the job,Don't buy if u want good camera,camera,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Does the job,Rest all perfect for me in all aspects other than camera,camera,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,Camera is not as expected but its good,Camera,camera,camera,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,Good battery backup,battery backup,battery,battery_life,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,Lookwise its awesome,Lookwise,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,Display is not as great as honor 9N,Display,display,display,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,overall its nice product,overall,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,"Pros: looks like a high end sleek phone, camera is almost a Canon dslr, value for money",looks like a high end sleek phone,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,"Pros: looks like a high end sleek phone, camera is almost a Canon dslr, value for money",camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,"Pros: looks like a high end sleek phone, camera is almost a Canon dslr, value for money",value for money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,"Cons: battery is average, speed and performance is average",battery,battery,battery,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,"Cons: battery is average, speed and performance is average",speed and performance,performance,performance,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,Overall unmatchable value for money at this price,Overall unmatchable value for money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Very good phone,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Value of money camera is not so good as I expected but the battery backup is really good and charging speed is also average but the design and look is really awesome and speed of phone is also very nice,camera,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Value of money camera is not so good as I expected but the battery backup is really good and charging speed is also average but the design and look is really awesome and speed of phone is also very nice,battery backup,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Value of money camera is not so good as I expected but the battery backup is really good and charging speed is also average but the design and look is really awesome and speed of phone is also very nice,charging speed,charging speed,charging_speed,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Value of money camera is not so good as I expected but the battery backup is really good and charging speed is also average but the design and look is really awesome and speed of phone is also very nice,design and look,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Value of money camera is not so good as I expected but the battery backup is really good and charging speed is also average but the design and look is really awesome and speed of phone is also very nice,speed of phone,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,Phone is great value for money in this price range,value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Good display, camera and performance",display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Good display, camera and performance",camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Good display, camera and performance",performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,Worth to buy,Worth to buy,value for money,value_for_money,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,"I speak to my brother, my sister and my house or my friend for whatever phone I do and I record those people because the mobile of the honor is very good and everything else is very fine and to be a taillight Don't ask man is very good",mobile of the honor,overall,quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,"I speak to my brother, my sister and my house or my friend for whatever phone I do and I record those people because the mobile of the honor is very good and everything else is very fine and to be a taillight Don't ask man is very good",everything else,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,"I speak to my brother, my sister and my house or my friend for whatever phone I do and I record those people because the mobile of the honor is very good and everything else is very fine and to be a taillight Don't ask man is very good",taillight,design,notification_light,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,Performance is avg and at times slower than 2GB redmi 7 overall,Performance,performance,performance,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,Performance is avg and at times slower than 2GB redmi 7 overall,overall,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,RAM management is worst and it can't even hold 2 apps in RAM at a time,RAM management,performance,performance,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,"When you go to any UPI app to complete payment from any shopping app or ticket booking app and come back to shopping app, it will reload and payments will fail due to app reloading",app reloading,ui,software,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,"When you go to any UPI app to complete payment from any shopping app or ticket booking app and come back to shopping app, it will reload and payments will fail due to app reloading",payments will fail,performance,payment_issues,negative,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,"Even system apps like settings, contacts etc will reload everytime",system apps,software,software,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,"Even system apps like settings, contacts etc will reload everytime",settings,software,software,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,"Even system apps like settings, contacts etc will reload everytime",contacts,software,software,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,"Hi everyone , The phone looks amazing",The phone,overall,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Battery back is also descent,Battery back,battery,battery,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,"Lasts a whole day , front camera is the highlight",Lasts a whole day,battery,battery_life,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,"Lasts a whole day , front camera is the highlight",front camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Emui as always is so beautiful,Emui,ui,ui,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Got an update just after unboxing ( update size around 3 gb ) overall my upgrade from honor 9 n to 10 lite is great one,update,software,software,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Got an update just after unboxing ( update size around 3 gb ) overall my upgrade from honor 9 n to 10 lite is great one,upgrade from honor 9 n to 10 lite,overall,previous_model_comparison,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Best mobile in this price,mobile,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Colorful led notification light,Colorful led notification light,notification light,notification_light,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Full charge in 2 hours,Full charge,charging speed,charging_speed,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,UI & camera is also best,UI,ui,ui,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,UI & camera is also best,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,You will also get latest security update upto timely,latest security update,software,software,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,It is very good phone rate is good But only 2 slots provided one for sim and other for card we can't have two Sim if memory card is put on if memory card is sacrificed then and then only we can put sim Display is good photograps are coming nicely,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,It is very good phone rate is good But only 2 slots provided one for sim and other for card we can't have two Sim if memory card is put on if memory card is sacrificed then and then only we can put sim Display is good photograps are coming nicely,rate,value for money,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,It is very good phone rate is good But only 2 slots provided one for sim and other for card we can't have two Sim if memory card is put on if memory card is sacrificed then and then only we can put sim Display is good photograps are coming nicely,2 slots provided one for sim and other for card we can't have two Sim if memory card is put on if memory card is sacrificed then and then only we can put sim,sim card slot,sim_card_slot,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,It is very good phone rate is good But only 2 slots provided one for sim and other for card we can't have two Sim if memory card is put on if memory card is sacrificed then and then only we can put sim Display is good photograps are coming nicely,Display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,It is very good phone rate is good But only 2 slots provided one for sim and other for card we can't have two Sim if memory card is put on if memory card is sacrificed then and then only we can put sim Display is good photograps are coming nicely,photograps are coming nicely,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Honor 10 lite is a Killer phone in this price segmentI like Super selfie 24MP and Sreen ratio is more than 90%Thanks Flipkart for your Big billion Days Sale and also thank to Honor india,Killer phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Honor 10 lite is a Killer phone in this price segmentI like Super selfie 24MP and Sreen ratio is more than 90%Thanks Flipkart for your Big billion Days Sale and also thank to Honor india,Super selfie 24MP,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Honor 10 lite is a Killer phone in this price segmentI like Super selfie 24MP and Sreen ratio is more than 90%Thanks Flipkart for your Big billion Days Sale and also thank to Honor india,Sreen ratio is more than 90%,display,screen_ratio,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,best cemera in this price range,cemera,camera,camera,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,And processer 710 kirin ka is the best,processer 710 kirin ka,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,Display best 1080p resolution,Display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,Display best 1080p resolution,1080p resolution,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,Divice fully optimized,Divice fully optimized,performance,device_optimization,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,No ussuesAnd i am using this phone 6 month,phone,overall,phone_type,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,Phone work excellent,Phone work,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,This is really worth for money nice product from honor i loved it,worth for money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,This is really worth for money nice product from honor i loved it,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,good battery is awesome and display awesome and I like this mobile,battery,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,good battery is awesome and display awesome and I like this mobile,display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,good battery is awesome and display awesome and I like this mobile,this mobile,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Phone has awesome performance, can play pubg in high end graphic, it also have some pre installed apps which r very useful, guys now app like mx player etc have lots of ads in it so it's good to have pre installed apps in phone",performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Phone has awesome performance, can play pubg in high end graphic, it also have some pre installed apps which r very useful, guys now app like mx player etc have lots of ads in it so it's good to have pre installed apps in phone",pre installed apps,software,preinstalled_apps,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Phone has awesome performance, can play pubg in high end graphic, it also have some pre installed apps which r very useful, guys now app like mx player etc have lots of ads in it so it's good to have pre installed apps in phone",pre installed apps,software,preinstalled_apps,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Notification light emits colourful light, which is good",Notification light,notification light,notification_light,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Needs more care as back is of plastic and glossy, so thin lamination is must, however they provided a phone case and screen guard",back is of plastic and glossy,build quality,build_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Needs more care as back is of plastic and glossy, so thin lamination is must, however they provided a phone case and screen guard",thin lamination,build quality,protective_layer,neutral,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Needs more care as back is of plastic and glossy, so thin lamination is must, however they provided a phone case and screen guard",phone case,accessories,accessories,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,"Needs more care as back is of plastic and glossy, so thin lamination is must, however they provided a phone case and screen guard",screen guard,accessories,display_protection,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Best phon in this price range,phon,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Good camera good battery good screen,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Good camera good battery good screen,battery,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Good camera good battery good screen,screen,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,But there are two or three features not like honor 7A,features,features,features,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,good phone at a deal od just rs 7000 on big billion days,good phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,"i bought it for my father and i must say,the phone is just brilliant",phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,display is fhd+ and viewing angles are best,display,display,display,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,display is fhd+ and viewing angles are best,viewing angles,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,camera is awesome at this price point,camera,camera,camera,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,can shot good pictures with the camera,pictures,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,can shot good pictures with the camera,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,AI can also enhance the photo a lot,AI,camera,ai_features,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,AI can also enhance the photo a lot,photo,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,audio is ok,audio,sound quality,sound_quality,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,no problems with loudness but lacks base,loudness,sound quality,sound_quality,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,no problems with loudness but lacks base,base,sound quality,sound_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,emui is filled with lots of stuff,emui,ui,ui,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,kirin 710 does the job well,kirin 710,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,only con is that the battery is above average,battery,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,"not best at this segment,and at this price point li",best at this segment,overall,value_proposition,negative,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,"not best at this segment,and at this price point li",at this price point,value for money,price,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,I have been using SamsungA9 for a while now(cost is for 32k) and this mobile also same screen size,screen size,display,display,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,But because of better screen to body ratio this mobile is more easy to use,screen to body ratio,display,screen_ratio,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,But because of better screen to body ratio this mobile is more easy to use,mobile,overall,usability,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,In two days I were in phone call for 4 hours and lot of browsing,phone call,call quality,call_quality,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,In two days I were in phone call for 4 hours and lot of browsing,browsing,performance,browsing,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,The battery is sufficient enough and better than my year old SamsungA9,battery,battery,battery,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,In this price brocket this is the only mobile with qhd resolution while all other mobiles are 750 pixel which makes reading bad,qhd resolution,display,display_resolution,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,In this price brocket this is the only mobile with qhd resolution while all other mobiles are 750 pixel which makes reading bad,750 pixel,display,display_resolution,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,In this price brocket this is the only mobile with qhd resolution while all other mobiles are 750 pixel which makes reading bad,reading,display,display,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,MY RECOMENDATION IS GO this mobile,mobile,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Expected a better product,Firstly I am not here talking about looking of this phone camera display they all good,phone camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Expected a better product,Firstly I am not here talking about looking of this phone camera display they all good,display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Expected a better product,I'm facing the hanging or freezing problem from day one,hanging or freezing problem,performance,performance,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Expected a better product,Battery performance is decent not upto the mark,Battery performance,battery,battery,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Expected a better product,And one more thing I am facing about it's sound problem like when you listen song or something with earphone sound drops suddenly,sound problem,sound quality,sound_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Expected a better product,And one more thing I am facing about it's sound problem like when you listen song or something with earphone sound drops suddenly,sound drops suddenly,sound quality,sound_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Expected a better product,Not a gaming phone at all,gaming phone,gaming performance,gaming_performance,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Expected a better product,Overall don't go for it friends,Overall,overall,overall,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,The mobile is pretty good as per price but u can either use two sim or one sim and memory card i,mobile,overall,phone_type,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,The mobile is pretty good as per price but u can either use two sim or one sim and memory card i,price,value for money,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,The mobile is pretty good as per price but u can either use two sim or one sim and memory card i,use two sim or one sim and memory card,sim card slot,sim_card_slot,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,e it has a hybrid slot,hybrid slot,sim card slot,sim_card_slot,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,which is a big drawback and battery back up is also poor,battery back up,battery,battery_life,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,Rather than that very sleek phone light weight and good performance,phone,design,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,Rather than that very sleek phone light weight and good performance,light weight,weight,weight,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,Rather than that very sleek phone light weight and good performance,good performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,Mind Blowing Purchase And Good Relationship With Honor Family I wanted to take Honor Play 970AI But finally I bought Honor 10liteAm Happy with this and Thank flipkart for this happinessThis Phone Performance Is To Good processer is super fast Hisilocon Kirin 710FCamera Quality Is Very GoodThanks Again To Flipkart And There Working Staf,Performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,Mind Blowing Purchase And Good Relationship With Honor Family I wanted to take Honor Play 970AI But finally I bought Honor 10liteAm Happy with this and Thank flipkart for this happinessThis Phone Performance Is To Good processer is super fast Hisilocon Kirin 710FCamera Quality Is Very GoodThanks Again To Flipkart And There Working Staf,processer,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,Mind Blowing Purchase And Good Relationship With Honor Family I wanted to take Honor Play 970AI But finally I bought Honor 10liteAm Happy with this and Thank flipkart for this happinessThis Phone Performance Is To Good processer is super fast Hisilocon Kirin 710FCamera Quality Is Very GoodThanks Again To Flipkart And There Working Staf,Camera Quality,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,perfect look and gorgeous design,look,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,perfect look and gorgeous design,design,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,The phone is very well balanced and everything is very good at this price,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,The phone is very well balanced and everything is very good at this price,everything,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,Cameras are extremely great specially low light photography is just awesome,Cameras,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,Cameras are extremely great specially low light photography is just awesome,low light photography,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,good but now better options are available in market,options,overall,features,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,further front camera is not really good as they mentioned it's just ok ok,front camera,camera,camera,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,"Excellent performer, the phone click's super images that matches with professionals",performer,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,"Excellent performer, the phone click's super images that matches with professionals",images,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,The processing​ speed also very good,processing​ speed,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,Compact design and easy to use,Compact design,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,Compact design and easy to use,easy to use,ui,usability,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,Value for money,Value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,The phone is too nice I am loving it very much,The phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,This is my second honor phone first is honor 9 lite,honor phone,overall,phone_type,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,So nice camera 📸 and nice looks,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,So nice camera 📸 and nice looks,looks,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Value for money phone,Value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,I have honor 6x(still running fine),honor 6x,overall,previous_model_comparison,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Highly reliable phone,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Worth every penny,Awesome but shot from camara need some more clarity and details,camara,camera,camera,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Worth every penny,Hope Honor improve it through software update 🙏🙏👏👏😊😊😊,software,software,software,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,Honor 10 lite is an amazing mobile I have used honor 9 lite as well and it was awesome as well,amazing mobile,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,Honor 10 lite is an amazing mobile I have used honor 9 lite as well and it was awesome as well,honor 9 lite,overall,previous_model_comparison,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,It looks fab,It,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,"Camera is one of the best at this range, pictures quality is very clean and edge capture is excellent",Camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,"Camera is one of the best at this range, pictures quality is very clean and edge capture is excellent",pictures quality,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,"Camera is one of the best at this range, pictures quality is very clean and edge capture is excellent",edge capture,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,"Display viewing good, look also good, processor fast and for gaming turbo 2",Display viewing,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,"Display viewing good, look also good, processor fast and for gaming turbo 2",look,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,"Display viewing good, look also good, processor fast and for gaming turbo 2",processor,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,"Display viewing good, look also good, processor fast and for gaming turbo 2",gaming,gaming performance,gaming_performance,positive,existing,True
